Model,Scenario,Episode Number,Reward
Single Moon,Turbulence,164,26.910601984779248
Single Moon,Turbulence,165,-38.69128791094266
Single Moon,Turbulence,166,9.80676692396402
Single Moon,Turbulence,167,39.980301127692314
Single Moon,Turbulence,168,-51.25906416951402
Single Moon,Turbulence,169,-66.11332626056058
Single Moon,Turbulence,170,5.555146236566969
Single Moon,Turbulence,171,-56.60480946994238
Single Moon,Turbulence,172,-260.23860806789605
Single Moon,Turbulence,173,-24.95590580025086
Single Moon,Turbulence,174,-12.361152341476696
Single Moon,Turbulence,175,-44.72896430479656
Single Moon,Turbulence,176,-81.86719847419258
Single Moon,Turbulence,177,-58.95990097803812
Single Moon,Turbulence,178,41.49880310110822
Single Moon,Turbulence,179,-85.35366488060187
Single Moon,Turbulence,180,251.72924875010014
Single Moon,Turbulence,181,-39.1995070238828
Single Moon,Turbulence,182,-4.030207147782008
Single Moon,Turbulence,183,30.09264052802024
Single Moon,Turbulence,184,0.5640924052528362
Single Moon,Turbulence,185,270.737787552833
Single Moon,Turbulence,186,258.75662927276016
Single Moon,Turbulence,187,-312.05347531776044
Single Moon,Turbulence,188,-32.8032134825102
Single Moon,Turbulence,189,-140.7344126390822
Single Moon,Turbulence,190,-14.47421295264742
Single Moon,Turbulence,191,-82.4722219251764
Single Moon,Turbulence,192,4.5590471477453605
Single Moon,Turbulence,193,46.48578643453854
Single Moon,Turbulence,194,-101.97117088092662
Single Moon,Turbulence,195,6.01986102439038
Single Moon,Turbulence,196,-14.14169073790066
Single Moon,Turbulence,197,-279.9478739093755
Single Moon,Turbulence,198,-53.320823554336776
Single Moon,Turbulence,199,36.993901744929644
Single Moon,Turbulence,200,-64.50489938433232
Single Earth,Earth - No Wind,1,256.19382021160345
Single Earth,Earth - No Wind,2,243.31901503365904
Single Earth,Earth - No Wind,3,278.5943953751437
Single Earth,Earth - No Wind,4,241.79923253548037
Single Earth,Earth - No Wind,5,-12.924061054095887
Single Earth,Earth - No Wind,6,253.70923894707343
Single Earth,Earth - No Wind,7,281.1647901767037
Single Earth,Earth - No Wind,8,233.05277263840148
Single Earth,Earth - No Wind,9,232.47011465367956
Single Earth,Earth - No Wind,10,209.69215893363804
Single Earth,Earth - No Wind,11,240.1730995089436
Single Earth,Earth - No Wind,12,271.63620035928705
Single Earth,Earth - No Wind,13,234.6362460943758
Single Earth,Earth - No Wind,14,268.9094561324621
Single Earth,Earth - No Wind,15,282.6300196865179
Single Earth,Earth - No Wind,16,235.5165304803765
Single Earth,Earth - No Wind,17,165.96771363697988
Single Earth,Earth - No Wind,18,245.41573556047595
Single Earth,Earth - No Wind,19,232.07300888827663
Single Earth,Earth - No Wind,20,235.6803390039731
Single Earth,Earth - No Wind,21,254.84766858167148
Single Earth,Earth - No Wind,22,229.93896615771382
Single Earth,Earth - No Wind,23,238.1379968389613
Single Earth,Earth - No Wind,24,280.60820121436996
Single Earth,Earth - No Wind,25,238.81390381990173
Single Earth,Earth - No Wind,26,103.66965778012262
Single Earth,Earth - No Wind,27,250.04324891884482
Single Earth,Earth - No Wind,28,241.27364254459135
Single Earth,Earth - No Wind,29,234.37683679716986
Single Earth,Earth - No Wind,30,251.20563248036117
Single Earth,Earth - No Wind,31,254.7110595518314
Single Earth,Earth - No Wind,32,239.31490851471384
Single Earth,Earth - No Wind,33,245.77166307510768
Single Earth,Earth - No Wind,34,200.3591014506521
Single Earth,Earth - No Wind,35,241.75601560392732
Single Earth,Earth - No Wind,36,250.75548777321742
Single Earth,Earth - No Wind,37,265.1329321089279
Single Earth,Earth - No Wind,38,254.22352016854816
Single Earth,Earth - No Wind,39,250.4543540540949
Single Earth,Earth - No Wind,40,241.48102258999813
Single Earth,Earth - No Wind,41,292.6347524517489
Single Earth,Earth - No Wind,42,228.09755458647862
Single Earth,Earth - No Wind,43,261.07448202786907
Single Earth,Earth - No Wind,44,247.40126004792484
Single Earth,Earth - No Wind,45,233.11947605672745
Single Earth,Earth - No Wind,46,264.64775145283204
Single Earth,Earth - No Wind,47,229.58592408122652
Single Earth,Earth - No Wind,48,268.2848292931556
Single Earth,Earth - No Wind,49,234.21410319554082
Single Earth,Earth - No Wind,50,231.2254333667944
Single Earth,Earth - No Wind,51,296.787526157926
Single Earth,Earth - No Wind,52,216.9342513681231
Single Earth,Earth - No Wind,53,247.65283737242441
Single Earth,Earth - No Wind,54,258.3433362527021
Single Earth,Earth - No Wind,55,277.2876596109022
Single Earth,Earth - No Wind,56,286.41402492455074
Single Earth,Earth - No Wind,57,246.74968564526748
Single Earth,Earth - No Wind,58,264.1286196150476
Single Earth,Earth - No Wind,59,289.8020729498744
Single Earth,Earth - No Wind,60,265.3802202449611
Single Earth,Earth - No Wind,61,284.18252138089565
Single Earth,Earth - No Wind,62,245.94452418374567
Single Earth,Earth - No Wind,63,272.60370315200566
Single Earth,Earth - No Wind,64,307.5875196716364
Single Earth,Earth - No Wind,65,254.02503849332393
Single Earth,Earth - No Wind,66,294.2265061207695
Single Earth,Earth - No Wind,67,214.10008380915795
Single Earth,Earth - No Wind,68,230.99690779942836
Single Earth,Earth - No Wind,69,279.09043653726604
Single Earth,Earth - No Wind,70,255.6428391434466
Single Earth,Earth - No Wind,71,240.20735041981604
Single Earth,Earth - No Wind,72,282.0803129068919
Single Earth,Earth - No Wind,73,223.53151076589097
Single Earth,Earth - No Wind,74,215.99297943907848
Single Earth,Earth - No Wind,75,277.5602312151033
Single Earth,Earth - No Wind,76,258.085470628403
Single Earth,Earth - No Wind,77,132.60832666282425
Single Earth,Earth - No Wind,78,222.41100306516253
Single Earth,Earth - No Wind,79,221.33369494685695
Single Earth,Earth - No Wind,80,263.69766440547994
Single Earth,Earth - No Wind,81,261.7750172779196
Single Earth,Earth - No Wind,82,225.46482735870836
Single Earth,Earth - No Wind,83,203.65726546329034
Single Earth,Earth - No Wind,84,255.99279268936863
Single Earth,Earth - No Wind,85,103.44302149556667
Single Earth,Earth - No Wind,86,246.16303581619164
Single Earth,Earth - No Wind,87,258.57972477256266
Single Earth,Earth - No Wind,88,294.63831334010194
Single Earth,Earth - No Wind,89,241.48606236286003
Single Earth,Earth - No Wind,90,290.45000602252406
Single Earth,Earth - No Wind,91,231.13430797970605
Single Earth,Earth - No Wind,92,250.19179993179827
Single Earth,Earth - No Wind,93,230.58359229043074
Single Earth,Earth - No Wind,94,250.7555176508268
Single Earth,Earth - No Wind,95,124.37969006786007
Single Earth,Earth - No Wind,96,265.15241297327384
Single Earth,Earth - No Wind,97,259.941123046404
Single Earth,Earth - No Wind,98,263.75551252185744
Single Earth,Earth - No Wind,99,280.6694607151195
Single Earth,Earth - No Wind,100,228.60436849843472
Single Earth,Earth - No Wind,101,211.3977647570831
Single Earth,Earth - No Wind,102,243.17521461137702
Single Earth,Earth - No Wind,103,246.80397838646863
Single Earth,Earth - No Wind,104,269.40127337778983
Single Earth,Earth - No Wind,105,274.39831600365386
Single Earth,Earth - No Wind,106,257.0833809816663
Single Earth,Earth - No Wind,107,265.8312925786598
Single Earth,Earth - No Wind,108,222.91665173963705
Single Earth,Earth - No Wind,109,264.9943849610976
Single Earth,Earth - No Wind,110,226.35296963131213
Single Earth,Earth - No Wind,111,261.5998431607725
Single Earth,Earth - No Wind,112,250.92437988295416
Single Earth,Earth - No Wind,113,269.75267385280404
Single Earth,Earth - No Wind,114,221.1884266020467
Single Earth,Earth - No Wind,115,249.4824413256666
Single Earth,Earth - No Wind,116,272.92524619399364
Single Earth,Earth - No Wind,117,262.4840779187894
Single Earth,Earth - No Wind,118,123.78389200965495
Single Earth,Earth - No Wind,119,280.71668339657583
Single Earth,Earth - No Wind,120,247.16011928227653
Single Earth,Earth - No Wind,121,239.1186686120281
Single Earth,Earth - No Wind,122,289.0311891865004
Single Earth,Earth - No Wind,123,258.2758887354557
Single Earth,Earth - No Wind,124,130.30290948638807
Single Earth,Earth - No Wind,125,227.67882482631367
Single Earth,Earth - No Wind,126,249.83577308096403
Single Earth,Earth - No Wind,127,212.06057545679798
Single Earth,Earth - No Wind,128,257.07508291211246
Single Earth,Earth - No Wind,129,244.4951957921452
Single Earth,Earth - No Wind,130,298.6442734352907
Single Earth,Earth - No Wind,131,278.63323037271283
Single Earth,Earth - No Wind,132,266.68897055248715
Single Earth,Earth - No Wind,133,244.0602904271775
Single Earth,Earth - No Wind,134,249.64348761311413
Single Earth,Earth - No Wind,135,268.68341126042014
Single Earth,Earth - No Wind,136,262.0482343346225
Single Earth,Earth - No Wind,137,237.96653802762745
Single Earth,Earth - No Wind,138,19.90274253699519
Single Earth,Earth - No Wind,139,281.87066365260097
Single Earth,Earth - No Wind,140,277.8957750118556
Single Earth,Earth - No Wind,141,221.41664570002652
Single Earth,Earth - No Wind,142,245.57948195483746
Single Earth,Earth - No Wind,143,204.55462773223115
Single Earth,Earth - No Wind,144,258.1003537425262
Single Earth,Earth - No Wind,145,269.1080946131258
Single Earth,Earth - No Wind,146,150.80753681439373
Single Earth,Earth - No Wind,147,254.86361447584125
Single Earth,Earth - No Wind,148,231.296751758069
Single Earth,Earth - No Wind,149,263.3946227293511
Single Earth,Earth - No Wind,150,241.66566228203195
Single Earth,Earth - No Wind,151,218.26319372221207
Single Earth,Earth - No Wind,152,287.9802755366728
Single Earth,Earth - No Wind,153,249.7682733119269
Single Earth,Earth - No Wind,154,89.05604880100228
Single Earth,Earth - No Wind,155,262.15032105220473
Single Earth,Earth - No Wind,156,268.0122976810495
Single Earth,Earth - No Wind,157,259.8691818524954
Single Earth,Earth - No Wind,158,260.7580928473843
Single Earth,Earth - No Wind,159,251.8065539162179
Single Earth,Earth - No Wind,160,231.76185922837826
Single Earth,Earth - No Wind,161,218.45564936323984
Single Earth,Earth - No Wind,162,274.7681949198281
Single Earth,Earth - No Wind,163,261.8940409417896
Single Earth,Earth - No Wind,164,254.88629137151236
Single Earth,Earth - No Wind,165,254.15734079652844
Single Earth,Earth - No Wind,166,263.28923265221226
Single Earth,Earth - No Wind,167,261.5869757069299
Single Earth,Earth - No Wind,168,272.6904151618436
Single Earth,Earth - No Wind,169,280.9755055264909
Single Earth,Earth - No Wind,170,266.66615779399297
Single Earth,Earth - No Wind,171,248.88140801538793
Single Earth,Earth - No Wind,172,245.20352130753423
Single Earth,Earth - No Wind,173,229.0119673630153
Single Earth,Earth - No Wind,174,105.42114629247229
Single Earth,Earth - No Wind,175,108.33831871663213
Single Earth,Earth - No Wind,176,258.27785858577
Single Earth,Earth - No Wind,177,261.7774111847089
Single Earth,Earth - No Wind,178,219.5297018871567
Single Earth,Earth - No Wind,179,298.804157213659
Single Earth,Earth - No Wind,180,284.38806671125053
Single Earth,Earth - No Wind,181,249.4578895411189
Single Earth,Earth - No Wind,182,281.329208265117
Single Earth,Earth - No Wind,183,286.9157871594234
Single Earth,Earth - No Wind,184,272.7389905626334
Single Earth,Earth - No Wind,185,215.82362129607347
Single Earth,Earth - No Wind,186,251.99820174863441
Single Earth,Earth - No Wind,187,216.92576909426865
Single Earth,Earth - No Wind,188,257.306455004181
Single Earth,Earth - No Wind,189,141.4961723289932
Single Earth,Earth - No Wind,190,250.16327192863878
Single Earth,Earth - No Wind,191,277.70668566298235
Single Earth,Earth - No Wind,192,159.3409294067295
Single Earth,Earth - No Wind,193,270.87404026407296
Single Earth,Earth - No Wind,194,135.54594563400502
Single Earth,Earth - No Wind,195,243.75250142165925
Single Earth,Earth - No Wind,196,264.3798632196927
Single Earth,Earth - No Wind,197,227.0384174797806
Single Earth,Earth - No Wind,198,191.59817375835644
Single Earth,Earth - No Wind,199,225.20036110172316
Single Earth,Earth - No Wind,200,259.12875491766545
Single Earth,Mars - Wind=5,1,203.33458743383878
Single Earth,Mars - Wind=5,2,237.29089523538127
Single Earth,Mars - Wind=5,3,275.0513881927501
Single Earth,Mars - Wind=5,4,53.074483194316485
Single Earth,Mars - Wind=5,5,-3.729629749497775
Single Earth,Mars - Wind=5,6,292.59871016474654
Single Earth,Mars - Wind=5,7,280.4463471747649
Single Earth,Mars - Wind=5,8,-47.646874460335674
Single Earth,Mars - Wind=5,9,270.58393317090906
Single Earth,Mars - Wind=5,10,-27.336087274471737
Single Earth,Mars - Wind=5,11,266.2290270074832
Single Earth,Mars - Wind=5,12,-30.1833790277973
Single Earth,Mars - Wind=5,13,155.67933034983625
Single Earth,Mars - Wind=5,14,277.6339505096006
Single Earth,Mars - Wind=5,15,136.29571670740978
Single Earth,Mars - Wind=5,16,268.37982858475095
Single Earth,Mars - Wind=5,17,250.00739507078123
Single Earth,Mars - Wind=5,18,-37.9773456843011
Single Earth,Mars - Wind=5,19,253.02218811592735
Single Earth,Mars - Wind=5,20,-19.53497022615089
Single Earth,Mars - Wind=5,21,253.40373661395466
Single Earth,Mars - Wind=5,22,279.7296006238354
Single Earth,Mars - Wind=5,23,120.5720450020487
Single Earth,Mars - Wind=5,24,292.42493792418236
Single Earth,Mars - Wind=5,25,-150.03020570229125
Single Earth,Mars - Wind=5,26,249.512534752465
Single Earth,Mars - Wind=5,27,249.18445847483082
Single Earth,Mars - Wind=5,28,265.8628238060202
Single Earth,Mars - Wind=5,29,209.95791975612786
Single Earth,Mars - Wind=5,30,245.5691490273474
Single Earth,Mars - Wind=5,31,79.39168539710484
Single Earth,Mars - Wind=5,32,246.52095989294654
Single Earth,Mars - Wind=5,33,-18.002298000802128
Single Earth,Mars - Wind=5,34,92.66807234786813
Single Earth,Mars - Wind=5,35,263.3654072932075
Single Earth,Mars - Wind=5,36,-123.7819811853135
Single Earth,Mars - Wind=5,37,6.680375548203372
Single Earth,Mars - Wind=5,38,256.82268116793546
Single Earth,Mars - Wind=5,39,-10.01336518677067
Single Earth,Mars - Wind=5,40,244.8289230031595
Single Earth,Mars - Wind=5,41,24.31992419676577
Single Earth,Mars - Wind=5,42,110.4349254612922
Single Earth,Mars - Wind=5,43,228.71248460815235
Single Earth,Mars - Wind=5,44,-93.22080153928222
Single Earth,Mars - Wind=5,45,275.77991480167134
Single Earth,Mars - Wind=5,46,39.87428653789908
Single Earth,Mars - Wind=5,47,202.09580290648827
Single Earth,Mars - Wind=5,48,240.9631521228501
Single Earth,Mars - Wind=5,49,209.4389443596516
Single Earth,Mars - Wind=5,50,296.18138507192964
Single Earth,Mars - Wind=5,51,286.96105063582183
Single Earth,Mars - Wind=5,52,246.54860410891064
Single Earth,Mars - Wind=5,53,237.44885830724178
Single Earth,Mars - Wind=5,54,113.13537916860288
Single Earth,Mars - Wind=5,55,231.73426434486558
Single Earth,Mars - Wind=5,56,-86.79350925764703
Single Earth,Mars - Wind=5,57,247.2596838464803
Single Earth,Mars - Wind=5,58,47.0123588728671
Single Earth,Mars - Wind=5,59,91.87681413912979
Single Earth,Mars - Wind=5,60,-4.664858652382932
Single Earth,Mars - Wind=5,61,281.335150333548
Single Earth,Mars - Wind=5,62,224.7871584097581
Single Earth,Mars - Wind=5,63,153.7359456644361
Single Earth,Mars - Wind=5,64,286.88967681170084
Single Earth,Mars - Wind=5,65,276.0779185092491
Single Earth,Mars - Wind=5,66,229.2773009315938
Single Earth,Mars - Wind=5,67,289.4951405097885
Single Earth,Mars - Wind=5,68,286.468078244583
Single Earth,Mars - Wind=5,69,24.92572391114578
Single Earth,Mars - Wind=5,70,234.3678409349972
Single Earth,Mars - Wind=5,71,-68.78467609219439
Single Earth,Mars - Wind=5,72,90.30346120668763
Single Earth,Mars - Wind=5,73,87.40685879841782
Single Earth,Mars - Wind=5,74,-115.31666545435775
Single Earth,Mars - Wind=5,75,-36.00319881680766
Single Earth,Mars - Wind=5,76,-60.9332344842854
Single Earth,Mars - Wind=5,77,118.21285312992796
Single Earth,Mars - Wind=5,78,122.29807368574434
Single Earth,Mars - Wind=5,79,78.00695205443692
Single Earth,Mars - Wind=5,80,245.71213694677897
Single Earth,Mars - Wind=5,81,274.4768819147828
Single Earth,Mars - Wind=5,82,205.41424179791227
Single Earth,Mars - Wind=5,83,240.56473203465882
Single Earth,Mars - Wind=5,84,290.40962036748385
Single Earth,Mars - Wind=5,85,-83.61734600992821
Single Earth,Mars - Wind=5,86,30.675942319021033
Single Earth,Mars - Wind=5,87,97.6497399687706
Single Earth,Mars - Wind=5,88,88.68885668487668
Single Earth,Mars - Wind=5,89,-106.29899905054604
Single Earth,Mars - Wind=5,90,266.59391097019216
Single Earth,Mars - Wind=5,91,113.34551284393139
Single Earth,Mars - Wind=5,92,148.0602166991905
Single Earth,Mars - Wind=5,93,285.37779572807585
Single Earth,Mars - Wind=5,94,198.24623405687132
Single Earth,Mars - Wind=5,95,126.36903983871477
Single Earth,Mars - Wind=5,96,66.83432388202229
Single Earth,Mars - Wind=5,97,275.09129653191195
Single Earth,Mars - Wind=5,98,137.22902553288037
Single Earth,Mars - Wind=5,99,141.8636551972781
Single Earth,Mars - Wind=5,100,154.5165155288795
Single Earth,Mars - Wind=5,101,266.631739034878
Single Earth,Mars - Wind=5,102,241.9199331332768
Single Earth,Mars - Wind=5,103,276.64268144790617
Single Earth,Mars - Wind=5,104,271.2882890031708
Single Earth,Mars - Wind=5,105,280.30876153941176
Single Earth,Mars - Wind=5,106,113.30728571263977
Single Earth,Mars - Wind=5,107,113.16852519725019
Single Earth,Mars - Wind=5,108,82.69834086609973
Single Earth,Mars - Wind=5,109,271.6821835095353
Single Earth,Mars - Wind=5,110,150.15992727877895
Single Earth,Mars - Wind=5,111,302.57173086708815
Single Earth,Mars - Wind=5,112,136.67106333731186
Single Earth,Mars - Wind=5,113,113.49160584065098
Single Earth,Mars - Wind=5,114,-41.44753030826083
Single Earth,Mars - Wind=5,115,265.3489094532582
Single Earth,Mars - Wind=5,116,205.8469465328037
Single Earth,Mars - Wind=5,117,276.88405446604884
Single Earth,Mars - Wind=5,118,-81.45851722669997
Single Earth,Mars - Wind=5,119,197.93076491506943
Single Earth,Mars - Wind=5,120,-142.16206592146375
Single Earth,Mars - Wind=5,121,281.3261187181872
Single Earth,Mars - Wind=5,122,-60.23394958469312
Single Earth,Mars - Wind=5,123,-11.231962278615555
Single Earth,Mars - Wind=5,124,-70.11052177035252
Single Earth,Mars - Wind=5,125,155.04128206061742
Single Earth,Mars - Wind=5,126,258.61102183227575
Single Earth,Mars - Wind=5,127,18.037210667669456
Single Earth,Mars - Wind=5,128,-35.14392176153545
Single Earth,Mars - Wind=5,129,-87.5755488143628
Single Earth,Mars - Wind=5,130,184.45996324818887
Single Earth,Mars - Wind=5,131,239.9278491643198
Single Earth,Mars - Wind=5,132,260.3690414999411
Single Earth,Mars - Wind=5,133,246.19339872411513
Single Earth,Mars - Wind=5,134,29.799576576224467
Single Earth,Mars - Wind=5,135,280.65440806259096
Single Earth,Mars - Wind=5,136,188.2929136074371
Single Earth,Mars - Wind=5,137,302.5282574053698
Single Earth,Mars - Wind=5,138,27.703134275841435
Single Earth,Mars - Wind=5,139,244.5310872172039
Single Earth,Mars - Wind=5,140,235.71213949841194
Single Earth,Mars - Wind=5,141,248.9565337760858
Single Earth,Mars - Wind=5,142,250.45508468858682
Single Earth,Mars - Wind=5,143,271.05009466629133
Single Earth,Mars - Wind=5,144,236.01187588080404
Single Earth,Mars - Wind=5,145,221.16417256403366
Single Earth,Mars - Wind=5,146,265.68397481088806
Single Earth,Mars - Wind=5,147,84.55110607673333
Single Earth,Mars - Wind=5,148,116.51707770512263
Single Earth,Mars - Wind=5,149,85.60613990131965
Single Earth,Mars - Wind=5,150,249.57431705027415
Single Earth,Mars - Wind=5,151,254.5507082536849
Single Earth,Mars - Wind=5,152,272.62976955513824
Single Earth,Mars - Wind=5,153,12.788469973987574
Single Earth,Mars - Wind=5,154,99.86883168393287
Single Earth,Mars - Wind=5,155,277.34754155379835
Single Earth,Mars - Wind=5,156,264.8024395799048
Single Earth,Mars - Wind=5,157,248.9008100551734
Single Earth,Mars - Wind=5,158,273.1939963526867
Single Earth,Mars - Wind=5,159,78.78335120498605
Single Earth,Mars - Wind=5,160,196.0738973118673
Single Earth,Mars - Wind=5,161,232.01801868134115
Single Earth,Mars - Wind=5,162,250.3879693261396
Single Earth,Mars - Wind=5,163,225.15433520674912
Single Earth,Mars - Wind=5,164,-103.00679325304752
Single Earth,Mars - Wind=5,165,288.3302583391365
Single Earth,Mars - Wind=5,166,205.5501273061706
Single Earth,Mars - Wind=5,167,134.63015741227093
Single Earth,Mars - Wind=5,168,262.1448826433062
Single Earth,Mars - Wind=5,169,247.4330269406056
Single Earth,Mars - Wind=5,170,-23.157514044165623
Single Earth,Mars - Wind=5,171,280.7280584387008
Single Earth,Mars - Wind=5,172,290.5530078877774
Single Earth,Mars - Wind=5,173,255.86865344978239
Single Earth,Mars - Wind=5,174,9.524430993329958
Single Earth,Mars - Wind=5,175,222.70252579603306
Single Earth,Mars - Wind=5,176,243.13211741029363
Single Earth,Mars - Wind=5,177,83.57371612725893
Single Earth,Mars - Wind=5,178,247.36815166359753
Single Earth,Mars - Wind=5,179,271.32599667426234
Single Earth,Mars - Wind=5,180,83.10206686680793
Single Earth,Mars - Wind=5,181,272.9339664595044
Single Earth,Mars - Wind=5,182,-33.11499768118665
Single Earth,Mars - Wind=5,183,250.24713751767115
Single Earth,Mars - Wind=5,184,244.42244842411404
Single Earth,Mars - Wind=5,185,123.02976850685258
Single Earth,Mars - Wind=5,186,-13.350718835347024
Single Earth,Mars - Wind=5,187,248.51572043905446
Single Earth,Mars - Wind=5,188,258.1927302580231
Single Earth,Mars - Wind=5,189,246.29983977710754
Single Earth,Mars - Wind=5,190,225.050792131243
Single Earth,Mars - Wind=5,191,100.94252880849974
Single Earth,Mars - Wind=5,192,254.1222439106459
Single Earth,Mars - Wind=5,193,155.42176483061957
Single Earth,Mars - Wind=5,194,125.73807104211005
Single Earth,Mars - Wind=5,195,-93.58683423980497
Single Earth,Mars - Wind=5,196,-4.17677919185563
Single Earth,Mars - Wind=5,197,259.23351280984406
Single Earth,Mars - Wind=5,198,-50.20127575050438
Single Earth,Mars - Wind=5,199,-13.373430747739732
Single Earth,Mars - Wind=5,200,-110.18307847772914
Single Earth,Moon - Wind=15,1,-63.08512531408524
Single Earth,Moon - Wind=15,2,-262.8100028177106
Single Earth,Moon - Wind=15,3,254.6476022407371
Single Earth,Moon - Wind=15,4,-13.844093846544865
Single Earth,Moon - Wind=15,5,188.60444735467294
Single Earth,Moon - Wind=15,6,-136.40301269901926
Single Earth,Moon - Wind=15,7,152.49164910876635
Single Earth,Moon - Wind=15,8,-160.89328540382047
Single Earth,Moon - Wind=15,9,132.19358379005925
Single Earth,Moon - Wind=15,10,-30.16473727217155
Single Earth,Moon - Wind=15,11,-135.74141452989363
Single Earth,Moon - Wind=15,12,294.41936147304875
Single Earth,Moon - Wind=15,13,98.52606469887904
Single Earth,Moon - Wind=15,14,-9.800935644259255
Single Earth,Moon - Wind=15,15,-59.904495939504315
Single Earth,Moon - Wind=15,16,-207.23324597779387
Single Earth,Moon - Wind=15,17,-229.24051741262238
Single Earth,Moon - Wind=15,18,276.55965018595225
Single Earth,Moon - Wind=15,19,-246.55887160164008
Single Earth,Moon - Wind=15,20,208.87782429770607
Single Earth,Moon - Wind=15,21,-252.51225162620608
Single Earth,Moon - Wind=15,22,-248.82328393026134
Single Earth,Moon - Wind=15,23,42.92458925553419
Single Earth,Moon - Wind=15,24,273.1287749839518
Single Earth,Moon - Wind=15,25,215.05532498648995
Single Earth,Moon - Wind=15,26,2.3545016889255095
Single Earth,Moon - Wind=15,27,271.4252163430872
Single Earth,Moon - Wind=15,28,262.96102990326
Single Earth,Moon - Wind=15,29,-136.99331851006752
Single Earth,Moon - Wind=15,30,-155.72266395900886
Single Earth,Moon - Wind=15,31,129.1484074813109
Single Earth,Moon - Wind=15,32,-240.4512539626846
Single Earth,Moon - Wind=15,33,-202.1320984138062
Single Earth,Moon - Wind=15,34,-309.6490001868358
Single Earth,Moon - Wind=15,35,-168.16686051518911
Single Earth,Moon - Wind=15,36,318.62735789487095
Single Earth,Moon - Wind=15,37,117.43101434492742
Single Earth,Moon - Wind=15,38,139.17855365364062
Single Earth,Moon - Wind=15,39,208.16326163775818
Single Earth,Moon - Wind=15,40,-116.89221178516092
Single Earth,Moon - Wind=15,41,198.38348562651765
Single Earth,Moon - Wind=15,42,-166.48571274314784
Single Earth,Moon - Wind=15,43,249.6544728922608
Single Earth,Moon - Wind=15,44,-222.9463009839294
Single Earth,Moon - Wind=15,45,-130.72963516253438
Single Earth,Moon - Wind=15,46,222.1754265758131
Single Earth,Moon - Wind=15,47,279.2993178016944
Single Earth,Moon - Wind=15,48,222.2512747551055
Single Earth,Moon - Wind=15,49,102.76171824844916
Single Earth,Moon - Wind=15,50,290.25509133736296
Single Earth,Moon - Wind=15,51,226.16681936223364
Single Earth,Moon - Wind=15,52,-92.14701259044166
Single Earth,Moon - Wind=15,53,-135.94401002656738
Single Earth,Moon - Wind=15,54,11.233801628161444
Single Earth,Moon - Wind=15,55,-15.083209690704834
Single Earth,Moon - Wind=15,56,154.6651104282673
Single Earth,Moon - Wind=15,57,-149.03885619944407
Single Earth,Moon - Wind=15,58,132.70235973517373
Single Earth,Moon - Wind=15,59,153.647884713681
Single Earth,Moon - Wind=15,60,235.4624791457023
Single Earth,Moon - Wind=15,61,105.78395710836976
Single Earth,Moon - Wind=15,62,-148.67995211815332
Single Earth,Moon - Wind=15,63,-79.17334503943636
Single Earth,Moon - Wind=15,64,-119.37326418619051
Single Earth,Moon - Wind=15,65,-17.48886613321318
Single Earth,Moon - Wind=15,66,192.3482034793618
Single Earth,Moon - Wind=15,67,-289.04842944471676
Single Earth,Moon - Wind=15,68,115.50074709370708
Single Earth,Moon - Wind=15,69,-127.93430540784428
Single Earth,Moon - Wind=15,70,-123.96884005725639
Single Earth,Moon - Wind=15,71,117.77365374800577
Single Earth,Moon - Wind=15,72,247.91021452775567
Single Earth,Moon - Wind=15,73,42.17012596671269
Single Earth,Moon - Wind=15,74,291.0607603391058
Single Earth,Moon - Wind=15,75,-29.53454574737225
Single Earth,Moon - Wind=15,76,-85.55972452718296
Single Earth,Moon - Wind=15,77,284.1396408576741
Single Earth,Moon - Wind=15,78,-258.94619116811407
Single Earth,Moon - Wind=15,79,235.56089972899187
Single Earth,Moon - Wind=15,80,-199.384147639736
Single Earth,Moon - Wind=15,81,-193.1559333859725
Single Earth,Moon - Wind=15,82,37.72374176279695
Single Earth,Moon - Wind=15,83,-175.68304881807745
Single Earth,Moon - Wind=15,84,-160.03716825102973
Single Earth,Moon - Wind=15,85,-170.27375539381862
Single Earth,Moon - Wind=15,86,189.84407280066557
Single Earth,Moon - Wind=15,87,144.06303381898636
Single Earth,Moon - Wind=15,88,-110.94310729641246
Single Earth,Moon - Wind=15,89,-282.68593476623255
Single Earth,Moon - Wind=15,90,127.5808488605247
Single Earth,Moon - Wind=15,91,-75.71500747993944
Single Earth,Moon - Wind=15,92,-145.25576761910352
Single Earth,Moon - Wind=15,93,291.67209688661023
Single Earth,Moon - Wind=15,94,-185.53124543678157
Single Earth,Moon - Wind=15,95,-234.77110435755577
Single Earth,Moon - Wind=15,96,-234.43068669322594
Single Earth,Moon - Wind=15,97,-172.2796447144286
Single Earth,Moon - Wind=15,98,-205.81020396594027
Single Earth,Moon - Wind=15,99,-130.66069873806032
Single Earth,Moon - Wind=15,100,-148.1211360185549
Single Earth,Moon - Wind=15,101,-154.33404210923052
Single Earth,Moon - Wind=15,102,-71.96649973118726
Single Earth,Moon - Wind=15,103,185.77252330261166
Single Earth,Moon - Wind=15,104,-269.6671595466895
Single Earth,Moon - Wind=15,105,276.70895159804223
Single Earth,Moon - Wind=15,106,162.10140002497073
Single Earth,Moon - Wind=15,107,262.8353596347875
Single Earth,Moon - Wind=15,108,139.65547566009647
Single Earth,Moon - Wind=15,109,142.07594077050527
Single Earth,Moon - Wind=15,110,87.86618193656506
