Model,Scenario,Episode Number,Reward
Model EPS=1000,Moon - Wind=7,123,287.7954749406224
Model EPS=1000,Moon - Wind=7,124,270.77583117907454
Model EPS=1000,Moon - Wind=7,125,264.4264399642003
Model EPS=1000,Moon - Wind=7,126,230.8294851481949
Model EPS=1000,Moon - Wind=7,127,-163.95864239887163
Model EPS=1000,Moon - Wind=7,128,251.67802754805393
Model EPS=1000,Moon - Wind=7,129,272.63523911796153
Model EPS=1000,Moon - Wind=7,130,262.72711199979665
Model EPS=1000,Moon - Wind=7,131,273.7735919592925
Model EPS=1000,Moon - Wind=7,132,273.96987174126343
Model EPS=1000,Moon - Wind=7,133,-189.79671061921616
Model EPS=1000,Moon - Wind=7,134,164.61121571994533
Model EPS=1000,Moon - Wind=7,135,-18.0736981509164
Model EPS=1000,Moon - Wind=7,136,-126.66116317104675
Model EPS=1000,Moon - Wind=7,137,300.0913325720195
Model EPS=1000,Moon - Wind=7,138,262.0209568283514
Model EPS=1000,Moon - Wind=7,139,280.13825450352294
Model EPS=1000,Moon - Wind=7,140,-158.4663219732956
Model EPS=1000,Moon - Wind=7,141,0.3035376576660411
Model EPS=1000,Moon - Wind=7,142,164.57893458318497
Model EPS=1000,Moon - Wind=7,143,299.74330698893203
Model EPS=1000,Moon - Wind=7,144,193.74303351255176
Model EPS=1000,Moon - Wind=7,145,260.64071565461325
Model EPS=1000,Moon - Wind=7,146,-156.37501597711406
Model EPS=1000,Moon - Wind=7,147,274.5576360081957
Model EPS=1000,Moon - Wind=7,148,185.64371370557978
Model EPS=1000,Moon - Wind=7,149,-3.6968854886475953
Model EPS=1000,Moon - Wind=7,150,53.672994836773285
Model EPS=1000,Moon - Wind=7,151,-123.11096768402467
Model EPS=1000,Moon - Wind=7,152,245.99418324816736
Model EPS=1000,Moon - Wind=7,153,16.753889111511352
Model EPS=1000,Moon - Wind=7,154,-193.40230610881588
Model EPS=1000,Moon - Wind=7,155,244.92932662566128
Model EPS=1000,Moon - Wind=7,156,278.72056322144726
Model EPS=1000,Moon - Wind=7,157,234.7294656183578
Model EPS=1000,Moon - Wind=7,158,298.4274226632574
Model EPS=1000,Moon - Wind=7,159,-99.60518032868079
Model EPS=1000,Moon - Wind=7,160,310.81823433123714
Model EPS=1000,Moon - Wind=7,161,299.71454151278925
Model EPS=1000,Moon - Wind=7,162,-202.8826981464324
Model EPS=1000,Moon - Wind=7,163,295.48830070495603
Model EPS=1000,Moon - Wind=7,164,-233.81951540303217
Model EPS=1000,Moon - Wind=7,165,281.16627801166527
Model EPS=1000,Moon - Wind=7,166,-161.16278083204674
Model EPS=1000,Moon - Wind=7,167,287.29552596983257
Model EPS=1000,Moon - Wind=7,168,258.609322873374
Model EPS=1000,Moon - Wind=7,169,274.55734211011145
Model EPS=1000,Moon - Wind=7,170,253.31389784357825
Model EPS=1000,Moon - Wind=7,171,-258.4281099165087
Model EPS=1000,Moon - Wind=7,172,301.9090187375879
Model EPS=1000,Moon - Wind=7,173,-222.14849945221107
Model EPS=1000,Moon - Wind=7,174,-183.4347433753752
Model EPS=1000,Moon - Wind=7,175,267.81803674184397
Model EPS=1000,Moon - Wind=7,176,281.67649420654965
Model EPS=1000,Moon - Wind=7,177,268.56142971058307
Model EPS=1000,Moon - Wind=7,178,-254.87938197320955
Model EPS=1000,Moon - Wind=7,179,-200.2115101297219
Model EPS=1000,Moon - Wind=7,180,296.527683048174
Model EPS=1000,Moon - Wind=7,181,256.95766941475483
Model EPS=1000,Moon - Wind=7,182,-199.7228820731977
Model EPS=1000,Moon - Wind=7,183,-219.0044990502775
Model EPS=1000,Moon - Wind=7,184,91.68636230180395
Model EPS=1000,Moon - Wind=7,185,268.31514800207447
Model EPS=1000,Moon - Wind=7,186,270.25261049659275
Model EPS=1000,Moon - Wind=7,187,286.36425670313554
Model EPS=1000,Moon - Wind=7,188,279.7685861976644
Model EPS=1000,Moon - Wind=7,189,261.02786556882955
Model EPS=1000,Moon - Wind=7,190,171.77720641450856
Model EPS=1000,Moon - Wind=7,191,149.03677686053322
Model EPS=1000,Moon - Wind=7,192,260.8795621426524
Model EPS=1000,Moon - Wind=7,193,-103.05731544210941
Model EPS=1000,Moon - Wind=7,194,258.6619976938613
Model EPS=1000,Moon - Wind=7,195,263.4931217071601
Model EPS=1000,Moon - Wind=7,196,31.884894686166575
Model EPS=1000,Moon - Wind=7,197,260.30799650744837
Model EPS=1000,Moon - Wind=7,198,-149.69003431349833
Model EPS=1000,Moon - Wind=7,199,266.3074194239864
Model EPS=1000,Moon - Wind=7,200,201.75196192844552
Model EPS=1000,Turbulence,1,250.5791319591259
Model EPS=1000,Turbulence,2,143.98284362149525
Model EPS=1000,Turbulence,3,251.0225930610791
Model EPS=1000,Turbulence,4,-7.501034818748565
Model EPS=1000,Turbulence,5,2.126541732226187
Model EPS=1000,Turbulence,6,266.2633329462675
Model EPS=1000,Turbulence,7,289.92513317300075
Model EPS=1000,Turbulence,8,32.37910723495665
Model EPS=1000,Turbulence,9,-19.55633311862168
Model EPS=1000,Turbulence,10,293.20325567980814
Model EPS=1000,Turbulence,11,32.717300722444065
Model EPS=1000,Turbulence,12,303.4937433779135
Model EPS=1000,Turbulence,13,246.8295700263977
Model EPS=1000,Turbulence,14,49.031113986595216
Model EPS=1000,Turbulence,15,17.998179945887117
Model EPS=1000,Turbulence,16,73.93489617863352
Model EPS=1000,Turbulence,17,57.92997766081862
Model EPS=1000,Turbulence,18,36.06742201493458
Model EPS=1000,Turbulence,19,289.20837820003294
Model EPS=1000,Turbulence,20,298.48707300910667
Model EPS=1000,Turbulence,21,251.418137681369
Model EPS=1000,Turbulence,22,-4.628464791759569
Model EPS=1000,Turbulence,23,45.32551246061715
Model EPS=1000,Turbulence,24,258.1254647840076
Model EPS=1000,Turbulence,25,249.06263713971433
Model EPS=1000,Turbulence,26,298.44853439376624
Model EPS=1000,Turbulence,27,12.866816912768272
Model EPS=1000,Turbulence,28,233.2534869594294
Model EPS=1000,Turbulence,29,-45.1256590415685
Model EPS=1000,Turbulence,30,291.44092995808376
Model EPS=1000,Turbulence,31,251.51322166978554
Model EPS=1000,Turbulence,32,296.87419425295127
Model EPS=1000,Turbulence,33,281.7030160717951
Model EPS=1000,Turbulence,34,38.65871516932165
Model EPS=1000,Turbulence,35,-11.131578874510154
Model EPS=1000,Turbulence,36,277.4904390804197
Model EPS=1000,Turbulence,37,267.98710354422
Model EPS=1000,Turbulence,38,272.2618246650187
Model EPS=1000,Turbulence,39,1.3635817735154063
Model EPS=1000,Turbulence,40,-8.741884058989697
Model EPS=1000,Turbulence,41,22.50032347276192
Model EPS=1000,Turbulence,42,-54.854829870485815
Model EPS=1000,Turbulence,43,-19.420283857114725
Model EPS=1000,Turbulence,44,-15.340607982340487
Model EPS=1000,Turbulence,45,281.32568742076086
Model EPS=1000,Turbulence,46,29.023775699640083
Model EPS=1000,Turbulence,47,240.31207128332937
Model EPS=1000,Turbulence,48,7.327796928973754
Model EPS=1000,Turbulence,49,201.94562139888663
Model EPS=1000,Turbulence,50,21.653342956335763
Model EPS=1000,Turbulence,51,13.053050779133102
Model EPS=1000,Turbulence,52,18.02524374608602
Model EPS=1000,Turbulence,53,265.2571328351769
Model EPS=1000,Turbulence,54,165.6095499240394
Model EPS=1000,Turbulence,55,37.99444140059143
Model EPS=1000,Turbulence,56,282.56197035317246
Model EPS=1000,Turbulence,57,236.13379259586355
Model EPS=1000,Turbulence,58,69.1392110923043
Model EPS=1000,Turbulence,59,260.0854304485058
Model EPS=1000,Turbulence,60,122.18158331572813
Model EPS=1000,Turbulence,61,271.1065448997093
Model EPS=1000,Turbulence,62,259.30812445423135
Model EPS=1000,Turbulence,63,290.86327926897746
Model EPS=1000,Turbulence,64,52.781655910733775
Model EPS=1000,Turbulence,65,-39.28139289431478
Model EPS=1000,Turbulence,66,-4.574326125864047
Model EPS=1000,Turbulence,67,-9.169669055972392
Model EPS=1000,Turbulence,68,13.000636156391849
Model EPS=1000,Turbulence,69,31.44743310365294
Model EPS=1000,Turbulence,70,282.28934359776946
Model EPS=1000,Turbulence,71,38.87234740301042
Model EPS=1000,Turbulence,72,254.98731486585524
Model EPS=1000,Turbulence,73,267.58403423667096
Model EPS=1000,Turbulence,74,253.0271207741176
Model EPS=1000,Turbulence,75,9.404391854106379
Model EPS=1000,Turbulence,76,195.1028380095787
Model EPS=1000,Turbulence,77,239.57570595466208
Model EPS=1000,Turbulence,78,234.91184558799503
Model EPS=1000,Turbulence,79,64.92725780816997
Model EPS=1000,Turbulence,80,29.395297246616508
Model EPS=1000,Turbulence,81,280.5170401594595
Model EPS=1000,Turbulence,82,136.58315395243852
Model EPS=1000,Turbulence,83,-0.08302559877289184
Model EPS=1000,Turbulence,84,245.17878949073616
Model EPS=1000,Turbulence,85,255.59391565450355
Model EPS=1000,Turbulence,86,259.2320097004607
Model EPS=1000,Turbulence,87,18.237592220400686
Model EPS=1000,Turbulence,88,302.8075971466636
Model EPS=1000,Turbulence,89,-6.562971283706929
Model EPS=1000,Turbulence,90,-88.94147624485143
Model EPS=1000,Turbulence,91,293.3680185503117
Model EPS=1000,Turbulence,92,209.120291905449
Model EPS=1000,Turbulence,93,52.07619068274764
Model EPS=1000,Turbulence,94,-45.372347391598325
Model EPS=1000,Turbulence,95,247.28182619666853
Model EPS=1000,Turbulence,96,167.75946857367754
Model EPS=1000,Turbulence,97,13.06384287807579
Model EPS=1000,Turbulence,98,37.44627320803562
Model EPS=1000,Turbulence,99,254.28659225371376
Model EPS=1000,Turbulence,100,30.37676489435401
Model EPS=1000,Turbulence,101,-18.878299390286188
Model EPS=1000,Turbulence,102,-5.593977415887068
Model EPS=1000,Turbulence,103,205.40081986457778
Model EPS=1000,Turbulence,104,241.6063507006765
Model EPS=1000,Turbulence,105,261.3308848932461
Model EPS=1000,Turbulence,106,-126.99529321297018
Model EPS=1000,Turbulence,107,221.27063852060385
Model EPS=1000,Turbulence,108,211.0110482466992
Model EPS=1000,Turbulence,109,245.4252522282279
Model EPS=1000,Turbulence,110,286.4655916975995
Model EPS=1000,Turbulence,111,243.80541445811951
Model EPS=1000,Turbulence,112,245.67279624823033
Model EPS=1000,Turbulence,113,273.4481894034651
Model EPS=1000,Turbulence,114,55.66511636337492
Model EPS=1000,Turbulence,115,243.64791745763006
Model EPS=1000,Turbulence,116,175.36771159525537
Model EPS=1000,Turbulence,117,-20.95433793035143
Model EPS=1000,Turbulence,118,251.91479972730315
Model EPS=1000,Turbulence,119,296.3462148832265
Model EPS=1000,Turbulence,120,52.19128640510968
Model EPS=1000,Turbulence,121,257.2090929380217
Model EPS=1000,Turbulence,122,44.85641552540005
Model EPS=1000,Turbulence,123,276.12230210788914
Model EPS=1000,Turbulence,124,283.3427175962875
Model EPS=1000,Turbulence,125,24.564616240806487
Model EPS=1000,Turbulence,126,123.84695670295466
Model EPS=1000,Turbulence,127,271.29617309822663
Model EPS=1000,Turbulence,128,46.244574020440666
Model EPS=1000,Turbulence,129,55.17392334926504
Model EPS=1000,Turbulence,130,277.2578946927033
Model EPS=1000,Turbulence,131,59.96040302175737
Model EPS=1000,Turbulence,132,272.99602826158775
Model EPS=1000,Turbulence,133,13.02924876039765
Model EPS=1000,Turbulence,134,306.31423049950024
Model EPS=1000,Turbulence,135,60.534575101154104
Model EPS=1000,Turbulence,136,286.78773703710044
Model EPS=1000,Turbulence,137,42.35804839329592
Model EPS=1000,Turbulence,138,12.42147441945366
Model EPS=1000,Turbulence,139,304.21369368148953
Model EPS=1000,Turbulence,140,212.51537876821368
Model EPS=1000,Turbulence,141,276.229248982963
Model EPS=1000,Turbulence,142,-21.120502053336253
Model EPS=1000,Turbulence,143,277.24931623272795
Model EPS=1000,Turbulence,144,-4.504792698191025
Model EPS=1000,Turbulence,145,-27.54883807329169
Model EPS=1000,Turbulence,146,52.60710720510767
Model EPS=1000,Turbulence,147,121.79373606273126
Model EPS=1000,Turbulence,148,1.8897265838100452
Model EPS=1000,Turbulence,149,304.6962418474052
Model EPS=1000,Turbulence,150,239.2586917130692
Model EPS=1000,Turbulence,151,22.551580449859685
Model EPS=1000,Turbulence,152,-114.75521449174906
Model EPS=1000,Turbulence,153,243.81237814791018
Model EPS=1000,Turbulence,154,283.6063435289384
Model EPS=1000,Turbulence,155,22.41882174316102
Model EPS=1000,Turbulence,156,32.90911440807105
Model EPS=1000,Turbulence,157,281.26367713056186
Model EPS=1000,Turbulence,158,289.191558784004
Model EPS=1000,Turbulence,159,57.33787625800605
Model EPS=1000,Turbulence,160,17.275229282643807
Model EPS=1000,Turbulence,161,-37.29620571038009
Model EPS=1000,Turbulence,162,154.45385416461508
Model EPS=1000,Turbulence,163,264.11447212292467
Model EPS=1000,Turbulence,164,4.531606505338019
Model EPS=1000,Turbulence,165,-14.6968440299338
Model EPS=1000,Turbulence,166,316.55057198995496
Model EPS=1000,Turbulence,167,67.12519358236375
Model EPS=1000,Turbulence,168,154.61423546227547
Model EPS=1000,Turbulence,169,229.4575074162644
Model EPS=1000,Turbulence,170,308.9410274863432
Model EPS=1000,Turbulence,171,228.38135287015942
Model EPS=1000,Turbulence,172,238.09257115845756
Model EPS=1000,Turbulence,173,25.261739747777582
Model EPS=1000,Turbulence,174,-176.1109905725636
Model EPS=1000,Turbulence,175,304.6407393430378
Model EPS=1000,Turbulence,176,33.70488680151618
Model EPS=1000,Turbulence,177,219.08336672917272
Model EPS=1000,Turbulence,178,278.74939989710737
Model EPS=1000,Turbulence,179,217.82354722167662
Model EPS=1000,Turbulence,180,287.16623753943963
Model EPS=1000,Turbulence,181,76.25707604284074
Model EPS=1000,Turbulence,182,272.14468510102915
Model EPS=1000,Turbulence,183,43.10211436239163
Model EPS=1000,Turbulence,184,43.725637368523536
Model EPS=1000,Turbulence,185,38.74728238764254
Model EPS=1000,Turbulence,186,26.29600517402811
Model EPS=1000,Turbulence,187,-13.360909902588602
Model EPS=1000,Turbulence,188,280.1733796611493
Model EPS=1000,Turbulence,189,-1.3216210048853725
Model EPS=1000,Turbulence,190,238.26948534254632
Model EPS=1000,Turbulence,191,255.0832458217716
Model EPS=1000,Turbulence,192,13.054936598112207
Model EPS=1000,Turbulence,193,27.57900226153515
Model EPS=1000,Turbulence,194,150.2220387765681
Model EPS=1000,Turbulence,195,254.94182405285636
Model EPS=1000,Turbulence,196,57.05776675589374
Model EPS=1000,Turbulence,197,261.6521426540435
Model EPS=1000,Turbulence,198,258.05008024508754
Model EPS=1000,Turbulence,199,262.60206087061846
Model EPS=1000,Turbulence,200,239.67396495311522
Model EPS=5000,Earth - No Wind,1,293.9150110125648
Model EPS=5000,Earth - No Wind,2,305.5181475858311
Model EPS=5000,Earth - No Wind,3,174.79576646592483
Model EPS=5000,Earth - No Wind,4,268.31820327838375
Model EPS=5000,Earth - No Wind,5,274.1118697740749
Model EPS=5000,Earth - No Wind,6,274.804620984115
Model EPS=5000,Earth - No Wind,7,291.13507961838934
Model EPS=5000,Earth - No Wind,8,265.8129456068869
Model EPS=5000,Earth - No Wind,9,320.43522191665244
Model EPS=5000,Earth - No Wind,10,273.2749572088758
Model EPS=5000,Earth - No Wind,11,270.18309637365377
Model EPS=5000,Earth - No Wind,12,296.23886091371185
Model EPS=5000,Earth - No Wind,13,271.02765195586073
Model EPS=5000,Earth - No Wind,14,257.77284471588183
Model EPS=5000,Earth - No Wind,15,249.23398569915247
Model EPS=5000,Earth - No Wind,16,255.3091984387864
Model EPS=5000,Earth - No Wind,17,300.5852516808882
Model EPS=5000,Earth - No Wind,18,260.12167407861193
Model EPS=5000,Earth - No Wind,19,286.4205072648824
Model EPS=5000,Earth - No Wind,20,290.39627826610064
Model EPS=5000,Earth - No Wind,21,298.4356790530503
Model EPS=5000,Earth - No Wind,22,278.26199658734515
Model EPS=5000,Earth - No Wind,23,305.20855156906316
Model EPS=5000,Earth - No Wind,24,268.7726063717809
Model EPS=5000,Earth - No Wind,25,300.66990387947976
Model EPS=5000,Earth - No Wind,26,297.56070746411945
Model EPS=5000,Earth - No Wind,27,266.00714195020987
Model EPS=5000,Earth - No Wind,28,300.7128437362345
Model EPS=5000,Earth - No Wind,29,267.06667881157705
Model EPS=5000,Earth - No Wind,30,271.3288987221092
Model EPS=5000,Earth - No Wind,31,292.6264466458173
Model EPS=5000,Earth - No Wind,32,270.889600020108
Model EPS=5000,Earth - No Wind,33,248.20898032188055
Model EPS=5000,Earth - No Wind,34,259.5034694560883
Model EPS=5000,Earth - No Wind,35,289.6836260854022
Model EPS=5000,Earth - No Wind,36,253.58321034205545
Model EPS=5000,Earth - No Wind,37,260.1897911571216
Model EPS=5000,Earth - No Wind,38,170.2358343727536
Model EPS=5000,Earth - No Wind,39,280.1056874947217
Model EPS=5000,Earth - No Wind,40,245.05626126025177
Model EPS=5000,Earth - No Wind,41,271.51296094198017
Model EPS=5000,Earth - No Wind,42,261.5594134000464
Model EPS=5000,Earth - No Wind,43,275.5854381175225
Model EPS=5000,Earth - No Wind,44,254.16401214691243
Model EPS=5000,Earth - No Wind,45,290.47808187724155
Model EPS=5000,Earth - No Wind,46,273.24348822514173
Model EPS=5000,Earth - No Wind,47,295.9404447279388
Model EPS=5000,Earth - No Wind,48,260.9422226905157
Model EPS=5000,Earth - No Wind,49,287.692394447463
Model EPS=5000,Earth - No Wind,50,283.9524631329027
Model EPS=5000,Earth - No Wind,51,315.0344014380705
Model EPS=5000,Earth - No Wind,52,143.26084601831417
Model EPS=5000,Earth - No Wind,53,248.69814215572077
Model EPS=5000,Earth - No Wind,54,304.50863635153155
Model EPS=5000,Earth - No Wind,55,275.6710704428755
Model EPS=5000,Earth - No Wind,56,263.7918473072021
Model EPS=5000,Earth - No Wind,57,275.1910058131044
Model EPS=5000,Earth - No Wind,58,300.2764626280149
Model EPS=5000,Earth - No Wind,59,268.83122559830827
Model EPS=5000,Earth - No Wind,60,309.4909899271086
Model EPS=5000,Earth - No Wind,61,261.4285381756092
Model EPS=5000,Earth - No Wind,62,283.92813219682006
Model EPS=5000,Earth - No Wind,63,272.09321942003885
Model EPS=5000,Earth - No Wind,64,293.5937926117955
Model EPS=5000,Earth - No Wind,65,287.811738913231
Model EPS=5000,Earth - No Wind,66,175.91039649412264
Model EPS=5000,Earth - No Wind,67,186.44507859305182
Model EPS=5000,Earth - No Wind,68,281.7711559786633
Model EPS=5000,Earth - No Wind,69,303.28441137274314
Model EPS=5000,Earth - No Wind,70,282.83432390013974
Model EPS=5000,Earth - No Wind,71,266.52995080623407
Model EPS=5000,Earth - No Wind,72,264.4635941281051
Model EPS=5000,Earth - No Wind,73,267.3041119426545
Model EPS=5000,Earth - No Wind,74,278.396630071751
Model EPS=5000,Earth - No Wind,75,285.5008256734436
Model EPS=5000,Earth - No Wind,76,273.2089602426977
Model EPS=5000,Earth - No Wind,77,294.70659891424816
Model EPS=5000,Earth - No Wind,78,265.555451065561
Model EPS=5000,Earth - No Wind,79,239.63725303268646
Model EPS=5000,Earth - No Wind,80,296.48682575749865
Model EPS=5000,Earth - No Wind,81,281.92312532412325
Model EPS=5000,Earth - No Wind,82,309.56814944518567
Model EPS=5000,Earth - No Wind,83,317.94799424526957
Model EPS=5000,Earth - No Wind,84,279.30301489916224
Model EPS=5000,Earth - No Wind,85,271.8302196250749
Model EPS=5000,Earth - No Wind,86,251.69436659504805
Model EPS=5000,Earth - No Wind,87,291.1272061798394
Model EPS=5000,Earth - No Wind,88,256.36843713285384
Model EPS=5000,Earth - No Wind,89,265.08337513850574
Model EPS=5000,Earth - No Wind,90,292.180371617833
Model EPS=5000,Earth - No Wind,91,269.65018098417346
Model EPS=5000,Earth - No Wind,92,282.50320835090463
Model EPS=5000,Earth - No Wind,93,272.1931729585874
Model EPS=5000,Earth - No Wind,94,292.9321931133667
Model EPS=5000,Earth - No Wind,95,271.47031857615013
Model EPS=5000,Earth - No Wind,96,264.21907351632524
Model EPS=5000,Earth - No Wind,97,299.95427215870916
Model EPS=5000,Earth - No Wind,98,292.5720339740559
Model EPS=5000,Earth - No Wind,99,308.1500053135678
Model EPS=5000,Earth - No Wind,100,278.3523244289075
Model EPS=5000,Earth - No Wind,101,270.6293877054608
Model EPS=5000,Earth - No Wind,102,281.51996885786104
Model EPS=5000,Earth - No Wind,103,274.29061828272813
Model EPS=5000,Earth - No Wind,104,288.75206137542926
Model EPS=5000,Earth - No Wind,105,294.0746534934009
Model EPS=5000,Earth - No Wind,106,178.62296943057754
Model EPS=5000,Earth - No Wind,107,290.9127829058167
Model EPS=5000,Earth - No Wind,108,308.6694210569248
Model EPS=5000,Earth - No Wind,109,273.8932743683481
Model EPS=5000,Earth - No Wind,110,266.6430926366079
Model EPS=5000,Earth - No Wind,111,303.5271900273512
Model EPS=5000,Earth - No Wind,112,314.14335694054284
Model EPS=5000,Earth - No Wind,113,283.13027827175995
Model EPS=5000,Earth - No Wind,114,282.51643394430107
Model EPS=5000,Earth - No Wind,115,278.6277493096205
Model EPS=5000,Earth - No Wind,116,291.8845951138204
Model EPS=5000,Earth - No Wind,117,236.04153326310433
Model EPS=5000,Earth - No Wind,118,142.40105279138848
Model EPS=5000,Earth - No Wind,119,248.00645850317957
Model EPS=5000,Earth - No Wind,120,314.29678090181926
Model EPS=5000,Earth - No Wind,121,289.79489011857675
Model EPS=5000,Earth - No Wind,122,299.74965749495743
Model EPS=5000,Earth - No Wind,123,142.81807328283114
Model EPS=5000,Earth - No Wind,124,242.97762506999135
Model EPS=5000,Earth - No Wind,125,305.1146689623
Model EPS=5000,Earth - No Wind,126,269.3933824356304
Model EPS=5000,Earth - No Wind,127,248.9143107458254
Model EPS=5000,Earth - No Wind,128,302.32255684072754
Model EPS=5000,Earth - No Wind,129,277.19583620150746
Model EPS=5000,Earth - No Wind,130,299.3820435530853
Model EPS=5000,Earth - No Wind,131,265.24457804584097
Model EPS=5000,Earth - No Wind,132,255.90634594887456
Model EPS=5000,Earth - No Wind,133,259.10787964846406
Model EPS=5000,Earth - No Wind,134,264.42441994351407
Model EPS=5000,Earth - No Wind,135,307.965783983784
Model EPS=5000,Earth - No Wind,136,295.63847123699975
Model EPS=5000,Earth - No Wind,137,281.075288042763
Model EPS=5000,Earth - No Wind,138,259.3105866779741
Model EPS=5000,Earth - No Wind,139,250.2992246323014
Model EPS=5000,Earth - No Wind,140,274.01591996752927
Model EPS=5000,Earth - No Wind,141,283.98184209130153
Model EPS=5000,Earth - No Wind,142,267.2269932888923
Model EPS=5000,Earth - No Wind,143,285.47744727816917
Model EPS=5000,Earth - No Wind,144,260.0966084958982
Model EPS=5000,Earth - No Wind,145,252.18740874009396
Model EPS=5000,Earth - No Wind,146,292.6368527819262
Model EPS=5000,Earth - No Wind,147,274.7083041691452
Model EPS=5000,Earth - No Wind,148,281.1315265216595
Model EPS=5000,Earth - No Wind,149,285.08936857001027
Model EPS=5000,Earth - No Wind,150,272.8178888249445
Model EPS=5000,Earth - No Wind,151,282.87123461001875
Model EPS=5000,Earth - No Wind,152,293.25462077501646
Model EPS=5000,Earth - No Wind,153,283.0600439144825
Model EPS=5000,Earth - No Wind,154,271.78054959463975
Model EPS=5000,Earth - No Wind,155,251.85130452453808
Model EPS=5000,Earth - No Wind,156,271.28767327851875
Model EPS=5000,Earth - No Wind,157,293.3628583567605
Model EPS=5000,Earth - No Wind,158,278.20703548168495
Model EPS=5000,Earth - No Wind,159,291.4211205751875
Model EPS=5000,Earth - No Wind,160,301.11708263294406
Model EPS=5000,Earth - No Wind,161,291.2318109425717
Model EPS=5000,Earth - No Wind,162,248.89961848779714
Model EPS=5000,Earth - No Wind,163,282.0156025283213
Model EPS=5000,Earth - No Wind,164,273.12262064173296
Model EPS=5000,Earth - No Wind,165,241.90776987566556
Model EPS=5000,Earth - No Wind,166,249.31991762819894
Model EPS=5000,Earth - No Wind,167,288.33500610604847
Model EPS=5000,Earth - No Wind,168,278.5017317043813
Model EPS=5000,Earth - No Wind,169,272.1997814009362
Model EPS=5000,Earth - No Wind,170,291.5630446611757
Model EPS=5000,Earth - No Wind,171,267.93573323249393
Model EPS=5000,Earth - No Wind,172,289.5272254742887
Model EPS=5000,Earth - No Wind,173,316.1152280982405
Model EPS=5000,Earth - No Wind,174,282.8196225018529
Model EPS=5000,Earth - No Wind,175,279.92773504310026
Model EPS=5000,Earth - No Wind,176,293.9374639106933
Model EPS=5000,Earth - No Wind,177,276.4000650224799
Model EPS=5000,Earth - No Wind,178,272.5610682354973
Model EPS=5000,Earth - No Wind,179,275.61182871314753
Model EPS=5000,Earth - No Wind,180,264.3973438948999
Model EPS=5000,Earth - No Wind,181,283.0393726576086
Model EPS=5000,Earth - No Wind,182,276.5158853854298
Model EPS=5000,Earth - No Wind,183,245.35764709592664
Model EPS=5000,Earth - No Wind,184,286.6614067276257
Model EPS=5000,Earth - No Wind,185,259.6106949025084
Model EPS=5000,Earth - No Wind,186,274.23389125040376
Model EPS=5000,Earth - No Wind,187,254.47785979625576
Model EPS=5000,Earth - No Wind,188,252.9058512509191
Model EPS=5000,Earth - No Wind,189,263.9614531030349
Model EPS=5000,Earth - No Wind,190,289.6135740321448
Model EPS=5000,Earth - No Wind,191,302.2336798775947
Model EPS=5000,Earth - No Wind,192,289.7733136799132
Model EPS=5000,Earth - No Wind,193,295.01800098069384
Model EPS=5000,Earth - No Wind,194,319.33431669576476
Model EPS=5000,Earth - No Wind,195,267.48621861023145
Model EPS=5000,Earth - No Wind,196,265.972967600134
Model EPS=5000,Earth - No Wind,197,271.55690496153966
Model EPS=5000,Earth - No Wind,198,287.6262385930777
Model EPS=5000,Earth - No Wind,199,242.8513963358783
Model EPS=5000,Earth - No Wind,200,262.61230611759197
Model EPS=5000,Mars - Wind=5,1,293.4003401698916
Model EPS=5000,Mars - Wind=5,2,264.078652153377
Model EPS=5000,Mars - Wind=5,3,283.99920867357673
Model EPS=5000,Mars - Wind=5,4,308.667798550681
Model EPS=5000,Mars - Wind=5,5,297.4919106261249
Model EPS=5000,Mars - Wind=5,6,237.02895499391357
Model EPS=5000,Mars - Wind=5,7,295.16229159384386
Model EPS=5000,Mars - Wind=5,8,248.64115428139712
Model EPS=5000,Mars - Wind=5,9,267.48324589853496
Model EPS=5000,Mars - Wind=5,10,242.1310062581715
Model EPS=5000,Mars - Wind=5,11,192.31147746947758
Model EPS=5000,Mars - Wind=5,12,294.51377406209883
Model EPS=5000,Mars - Wind=5,13,270.6864629095843
Model EPS=5000,Mars - Wind=5,14,248.9653002869942
Model EPS=5000,Mars - Wind=5,15,164.28298945023764
Model EPS=5000,Mars - Wind=5,16,178.85210250648632
Model EPS=5000,Mars - Wind=5,17,287.130731301967
Model EPS=5000,Mars - Wind=5,18,267.91488457819923
Model EPS=5000,Mars - Wind=5,19,332.4791163594231
Model EPS=5000,Mars - Wind=5,20,300.33333117039774
Model EPS=5000,Mars - Wind=5,21,304.4853674442805
Model EPS=5000,Mars - Wind=5,22,264.5460030724196
Model EPS=5000,Mars - Wind=5,23,275.29650649828477
Model EPS=5000,Mars - Wind=5,24,291.2864515912893
Model EPS=5000,Mars - Wind=5,25,294.4526751113773
Model EPS=5000,Mars - Wind=5,26,206.31870761978024
Model EPS=5000,Mars - Wind=5,27,250.9127775443888
Model EPS=5000,Mars - Wind=5,28,314.25838962567724
Model EPS=5000,Mars - Wind=5,29,277.958778874472
Model EPS=5000,Mars - Wind=5,30,229.15598778994593
Model EPS=5000,Mars - Wind=5,31,137.8616421200481
Model EPS=5000,Mars - Wind=5,32,259.29188533091155
Model EPS=5000,Mars - Wind=5,33,241.0767420042163
Model EPS=5000,Mars - Wind=5,34,149.04373717868324
Model EPS=5000,Mars - Wind=5,35,276.406323589068
Model EPS=5000,Mars - Wind=5,36,282.2075863768773
Model EPS=5000,Mars - Wind=5,37,9.730302138338288
