Scenario,Baseline FL,Model EPS=100,Model EPS=1000,Model EPS=500,Model EPS=5000,Single Earth,Single Mars,Single Moon
Earth - No Wind,248.73091224318654,-349.1247316291215,255.18279963617923,261.1559907530449,270.94599033149774,247.16024909515002,206.1714883311776,28.792720591113024
Earth - Wind=6,196.96842219440384,-363.2037562319588,180.5248631287717,200.76171257702083,265.1808460213591,226.43574311188522,130.75879914093613,-26.370509878006384
Mars - Wind=5,248.60418413587297,-647.6759063529356,219.2961894544859,260.14591315842927,245.22504058323025,169.02701515951455,204.13041678014804,146.33611880342067
Mars - Wind=8,248.72155659050728,-561.1638394428138,215.38233221785788,213.5507272482235,256.0926557546271,136.23620050735948,195.69201820284923,108.5014874413438
Moon - Wind=15,93.53615757894336,-1115.094235125459,136.62320288163744,112.09321990223336,42.058471991426615,0.9744298765607607,36.442573294020875,78.51398697156272
Moon - Wind=7,147.33321123519497,-1107.1803574881344,130.32336235622276,120.3641295969313,87.31979813896895,59.252199868033934,41.03094010920689,106.23350423202986
Turbulence,156.70003105055025,-355.2521360287969,135.48673899210326,183.94002663077296,219.78819906564348,207.51211248880904,91.84207120757739,-50.49959774365499
